timestamp,question_id,question_text,transcript,grade_level,grade_marks,coverage
2026-01-03T23:43:00,Q143,What is 'Referential Integrity'?,a property of data state tin that all of its referring refers to our valid essential foreign key value must match a primary key value in the parent table,GOOD,10,0.8666666666666667
2026-01-03T23:43:39,Q152,What is the function of the 'Program Counter' (PC)?,,INCORRECT,0,0.0
2026-01-04T01:12:00,Q44,What is 'SQL' (Structured Query Language)?,,INCORRECT,0,0.0
2026-01-04T01:12:07,Q216,What is 'SQL Injection'?,,INCORRECT,0,0.0
2026-01-04T01:18:52,Q47,What is the 'prototype' model in SDLC?,,INCORRECT,0,0.0
2026-01-04T01:19:48,Q44,What is 'SQL' (Structured Query Language)?,eskiver is a standard language for storing manipulating and retrieving data in database,GOOD,10,0.875
2026-01-04T01:20:22,Q94,What does the and logical operator do?,it returns true on the if both operance or conditions are true,PARTIAL,7,0.7142857142857143
2026-01-04T01:21:13,Q24,What is 'Guided Media'?,guided media uses physical batch auto transmit signals such as twisted bill physical cable fiber optics,GOOD,10,0.8
2026-01-04T01:22:07,Q81,What is 'Internal CSS'?,it creates an audio list typically displayed with numbers or letters,INCORRECT,0,0.0
2026-01-04T01:22:55,Q4,What is the 'Von Neumann Architecture'?,information is processed data that conveys a specific meaning and is useful for decision making,INCORRECT,0,0.0
2026-01-04T01:24:10,Q248,What is a 'Half Adder'?,a combination logic circuit that at two single bit numbers and produce some and a carry,GOOD,10,0.8181818181818182
2026-01-04T02:25:19,Q250,What is a 'Flip-Flop'?,,INCORRECT,0,0.0
2026-01-04T11:07:07,Q142,What is a 'Candidate Key'?,the column or set of columns in the table that can uniquely identify and database with the thought referring to any other data,GOOD,10,0.8571428571428571
2026-01-04T11:07:58,Q132,What is 'Half-Duplex' transmission?,a communication they are data can flow in both directions but not similar to the terrain,PARTIAL,7,0.6153846153846154
2026-01-04T11:09:54,Q151,What is 'Acceptance Testing'?,formal testing with respect to use and needs requirements and business processes conducted to determine whether or not the systems at a spice the acceptance criteria,GOOD,10,0.9375
2026-01-04T11:14:53,Q240,What is 'Type Casting'?,,INCORRECT,0,0.0
